freq_0_data,Syy_0_data,freq_1_data,Syy_1_data,freq_2_data,Syy_2_data,freq_3_data,Syy_3_data,freq_4_data,Syy_4_data,freq_5_data,Syy_5_data,freq_0_fit,Syy_0_fit,freq_1_fit,Syy_1_fit,freq_2_fit,Syy_2_fit,freq_3_fit,Syy_3_fit,freq_4_fit,Syy_4_fit,freq_5_fit,Syy_5_fit
-9.15572618765593,2.43E-34,-9.15088805761374,3.27E-34,-9.56619082967983,5.81E-34,-9.57405425498774,1.52E-33,-9.56673841561493,5.57E-33,-9.58682770125079,1.66E-32,-9.93060812147535,2.29E-34,-9.93057003943343,3.29E-34,-9.93051235789512,6.28E-34,-9.93045540399922,1.51E-33,-9.93057963902734,5.75E-33,-9.93050902306403,1.58E-32
-9.09572618765593,2.17E-34,-9.09088805761374,3.08E-34,-9.53619082967983,6.01E-34,-9.54405425498774,1.41E-33,-9.53673841561493,5.50E-33,-9.55682770125079,1.53E-32,-9.92580807347485,2.29E-34,-9.92576999143301,3.29E-34,-9.92571230989464,6.28E-34,-9.92565535599883,1.51E-33,-9.92577959102673,5.75E-33,-9.92570897506358,1.58E-32
-9.03572618765593,2.10E-34,-9.03088805761374,3.16E-34,-9.50619082967983,6.09E-34,-9.51405425498774,1.62E-33,-9.50673841561493,5.65E-33,-9.52682770125079,1.49E-32,-9.92100802547436,2.29E-34,-9.92096994343251,3.29E-34,-9.92091226189412,6.28E-34,-9.92085530799827,1.51E-33,-9.92097954302634,5.75E-33,-9.92090892706317,1.58E-32
-8.97572618765593,2.17E-34,-8.97088805761374,3.07E-34,-9.47619082967983,6.19E-34,-9.48405425498774,1.44E-33,-9.47673841561493,5.72E-33,-9.49682770125079,1.46E-32,-9.91620797747392,2.29E-34,-9.91616989543201,3.30E-34,-9.91611221389371,6.28E-34,-9.91605525999779,1.51E-33,-9.91617949502586,5.75E-33,-9.91610887906256,1.58E-32
-8.91572618765593,2.25E-34,-8.91088805761374,3.11E-34,-9.44619082967983,6.51E-34,-9.45405425498774,1.52E-33,-9.44673841561493,5.76E-33,-9.46682770125079,1.52E-32,-9.91140792947339,2.29E-34,-9.91136984743158,3.30E-34,-9.91131216589318,6.28E-34,-9.9112552119974,1.51E-33,-9.91137944702529,5.75E-33,-9.91130883106217,1.58E-32
-8.85572618765593,2.19E-34,-8.85088805761374,3.01E-34,-9.41619082967983,5.86E-34,-9.42405425498774,1.60E-33,-9.41673841561493,5.07E-33,-9.43682770125079,1.47E-32,-9.90660788147291,2.29E-34,-9.90656979943105,3.30E-34,-9.90651211789269,6.28E-34,-9.90645516399682,1.51E-33,-9.90657939902491,5.75E-33,-9.9065087830617,1.58E-32
-8.79572618765593,2.21E-34,-8.79088805761374,3.02E-34,-9.38619082967983,6.23E-34,-9.39405425498774,1.69E-33,-9.38673841561493,5.77E-33,-9.40682770125078,1.56E-32,-9.90180783347251,2.29E-34,-9.90176975143057,3.30E-34,-9.9017120698923,6.28E-34,-9.90165511599636,1.51E-33,-9.90177935102442,5.75E-33,-9.90170873506111,1.58E-32
-8.73572618765593,2.12E-34,-8.73088805761374,3.21E-34,-9.35619082967983,6.06E-34,-9.36405425498774,1.55E-33,-9.35673841561493,6.20E-33,-9.37682770125079,1.54E-32,-9.89700778547193,2.29E-34,-9.89696970343017,3.30E-34,-9.89691202189171,6.28E-34,-9.89685506799596,1.51E-33,-9.89697930302386,5.75E-33,-9.89690868706073,1.58E-32
-8.67572618765593,2.30E-34,-8.67088805761374,3.40E-34,-9.32619082967983,6.13E-34,-9.33405425498774,1.38E-33,-9.32673841561493,5.66E-33,-9.34682770125079,1.73E-32,-9.89220773747148,2.29E-34,-9.89216965542958,3.30E-34,-9.89211197389125,6.28E-34,-9.89205501999534,1.51E-33,-9.89217925502348,5.75E-33,-9.89210863906026,1.58E-32
-8.61572618765593,2.36E-34,-8.61088805761374,3.15E-34,-9.29619082967983,6.15E-34,-9.30405425498774,1.35E-33,-9.29673841561493,5.98E-33,-9.31682770125078,1.68E-32,-9.8874076894711,2.29E-34,-9.88736960742914,3.30E-34,-9.88731192589086,6.28E-34,-9.88725497199494,1.51E-33,-9.88737920702296,5.75E-33,-9.88730859105968,1.58E-32
-8.55572618765593,2.17E-34,-8.55088805761374,3.08E-34,-9.26619082967983,5.45E-34,-9.27405425498774,1.47E-33,-9.26673841561493,5.59E-33,-9.28682770125079,1.79E-32,-9.88260764147045,2.29E-34,-9.88256955942876,3.30E-34,-9.88251187789026,6.28E-34,-9.88245492399448,1.51E-33,-9.88257915902243,5.75E-33,-9.8825085430593,1.58E-32
-8.49572618765593,2.47E-34,-8.49088805761374,3.02E-34,-9.23619082967983,6.19E-34,-9.24405425498774,1.32E-33,-9.23673841561493,5.85E-33,-9.25682770125079,1.61E-32,-9.87780759347004,2.29E-34,-9.8777695114281,3.30E-34,-9.87771182988982,6.28E-34,-9.87765487599391,1.51E-33,-9.87777911102204,5.75E-33,-9.87770849505881,1.58E-32
-8.43572618765593,2.28E-34,-8.43088805761374,3.41E-34,-9.20619082967983,6.42E-34,-9.21405425498774,1.65E-33,-9.20673841561493,5.32E-33,-9.22682770125078,1.76E-32,-9.87300754546965,2.29E-34,-9.8729694634277,3.30E-34,-9.87291178188943,6.28E-34,-9.87285482799353,1.51E-33,-9.87297906302151,5.75E-33,-9.87290844705825,1.58E-32
-8.37572618765593,2.17E-34,-8.37088805761374,2.94E-34,-9.17619082967983,6.23E-34,-9.18405425498774,1.62E-33,-9.17673841561493,5.24E-33,-9.19682770125079,1.73E-32,-9.86820749746903,2.29E-34,-9.86816941542731,3.30E-34,-9.86811173388882,6.28E-34,-9.86805477999303,1.51E-33,-9.86817901502099,5.75E-33,-9.86810839905786,1.58E-32
-8.31572618765593,2.13E-34,-8.31088805761374,3.08E-34,-9.14619082967983,5.63E-34,-9.15405425498774,1.61E-33,-9.14673841561493,5.52E-33,-9.16682770125079,1.65E-32,-9.86340744946861,2.29E-34,-9.86336936742668,3.30E-34,-9.86331168588839,6.28E-34,-9.86325473199248,1.51E-33,-9.8633789670206,5.75E-33,-9.86330835105734,1.58E-32
-8.25572618765593,2.27E-34,-8.25088805761374,3.21E-34,-9.11619082967983,6.82E-34,-9.12405425498774,1.33E-33,-9.11673841561493,5.96E-33,-9.13682770125079,1.60E-32,-9.85860740146819,2.29E-34,-9.85856931942627,3.30E-34,-9.85851163788797,6.28E-34,-9.8584546839921,1.51E-33,-9.85857891902005,5.75E-33,-9.85850830305682,1.58E-32
-8.19572618765593,2.21E-34,-8.19088805761374,2.83E-34,-9.08619082967983,6.04E-34,-9.09405425498774,1.53E-33,-9.08673841561493,5.29E-33,-9.10682770125079,1.56E-32,-9.85380735346762,2.29E-34,-9.85376927142584,3.30E-34,-9.85371158988738,6.28E-34,-9.85365463599158,1.51E-33,-9.85377887101958,5.75E-33,-9.85370825505642,1.58E-32
-8.13572618765593,2.36E-34,-8.13088805761374,3.18E-34,-9.05619082967983,6.14E-34,-9.06405425498774,1.53E-33,-9.05673841561493,5.50E-33,-9.07682770125079,1.61E-32,-9.84900730546718,2.29E-34,-9.84896922342527,3.30E-34,-9.84891154188695,6.28E-34,-9.84885458799104,1.51E-33,-9.84897882301917,5.75E-33,-9.84890820705588,1.58E-32
-8.07572618765593,2.24E-34,-8.07088805761374,2.95E-34,-9.02619082967983,6.23E-34,-9.03405425498774,1.35E-33,-9.02673841561493,5.44E-33,-9.04682770125079,1.74E-32,-9.84420725746671,2.29E-34,-9.84416917542483,3.30E-34,-9.84411149388649,6.28E-34,-9.84405453999066,1.51E-33,-9.84417877501858,5.75E-33,-9.84410815905541,1.58E-32
-8.01572618765593,2.16E-34,-8.01088805761374,3.22E-34,-8.99619082967983,6.49E-34,-9.00405425498774,1.42E-33,-8.99673841561493,5.49E-33,-9.01682770125079,1.55E-32,-9.83940720946618,2.29E-34,-9.83936912742436,3.30E-34,-9.83931144588594,6.28E-34,-9.83925449199012,1.51E-33,-9.83937872701817,5.75E-33,-9.83930811105499,1.58E-32
-7.95572618765593,2.44E-34,-7.95088805761374,3.38E-34,-8.96619082967983,6.29E-34,-8.97405425498774,1.54E-33,-8.96673841561493,6.34E-33,-8.98682770125078,1.56E-32,-9.83460716146577,2.29E-34,-9.83456907942384,3.30E-34,-9.83451139788554,6.28E-34,-9.83445444398961,1.51E-33,-9.83457867901771,5.75E-33,-9.83450806305442,1.58E-32
-7.89572618765593,2.56E-34,-7.89088805761374,3.31E-34,-8.93619082967983,6.13E-34,-8.94405425498774,1.46E-33,-8.93673841561493,5.63E-33,-8.95682770125079,1.58E-32,-9.82980711346525,2.29E-34,-9.82976903142342,3.30E-34,-9.82971134988504,6.28E-34,-9.82965439598923,1.51E-33,-9.82977863101713,5.75E-33,-9.82970801505399,1.58E-32
-7.83572618765593,2.16E-34,-7.83088805761374,3.11E-34,-8.90619082967983,6.77E-34,-8.91405425498774,1.52E-33,-8.90673841561493,5.44E-33,-8.92682770125079,1.51E-32,-9.82500706546475,2.29E-34,-9.82496898342291,3.30E-34,-9.82491130188451,6.28E-34,-9.82485434798867,1.51E-33,-9.82497858301674,5.75E-33,-9.82490796705355,1.58E-32
-7.77572618765593,2.17E-34,-7.77088805761374,3.11E-34,-8.87619082967983,6.17E-34,-8.88405425498774,1.55E-33,-8.87673841561493,5.75E-33,-8.89682770125078,1.61E-32,-9.82020701746436,2.29E-34,-9.8201689354224,3.30E-34,-9.82011125388413,6.28E-34,-9.8200542999882,1.51E-33,-9.82017853501628,5.75E-33,-9.82010791905295,1.58E-32
-7.71572618765593,2.27E-34,-7.71088805761374,3.52E-34,-8.84619082967983,5.60E-34,-8.85405425498774,1.61E-33,-8.84673841561493,5.30E-33,-8.86682770125079,1.60E-32,-9.81540696946377,2.29E-34,-9.81536888742201,3.30E-34,-9.81531120588357,6.28E-34,-9.8152542519878,1.51E-33,-9.81537848701569,5.75E-33,-9.81530787105256,1.58E-32
-7.65572618765593,2.43E-34,-7.65088805761374,3.12E-34,-8.81619082967983,6.35E-34,-8.82405425498774,1.67E-33,-8.81673841561493,6.19E-33,-8.83682770125079,1.60E-32,-9.81060692146331,2.29E-34,-9.81056883942143,3.30E-34,-9.81051115788308,6.28E-34,-9.8104542039872,1.51E-33,-9.8105784390153,5.75E-33,-9.81050782305212,1.58E-32
-7.59572618765593,2.61E-34,-7.59088805761374,3.51E-34,-8.78619082967983,5.78E-34,-8.79405425498774,1.74E-33,-8.78673841561493,6.09E-33,-8.80682770125079,1.63E-32,-9.80580687346292,2.29E-34,-9.80576879142097,3.30E-34,-9.8057111098827,6.28E-34,-9.80565415598679,1.51E-33,-9.80577839101483,5.75E-33,-9.80570777505152,1.58E-32
-7.53572618765593,2.31E-34,-7.53088805761374,3.15E-34,-8.75619082967983,6.13E-34,-8.76405425498774,1.65E-33,-8.75673841561493,5.77E-33,-8.77682770125079,1.69E-32,-9.80100682546231,2.29E-34,-9.80096874342058,3.30E-34,-9.80091106188211,6.28E-34,-9.80085410798634,1.51E-33,-9.80097834301426,5.75E-33,-9.80090772705113,1.58E-32
-7.47572618765593,2.37E-34,-7.47088805761374,3.39E-34,-8.72619082967983,6.04E-34,-8.73405425498774,1.57E-33,-8.72673841561493,5.89E-33,-8.74682770125079,1.50E-32,-9.79620677746188,2.29E-34,-9.79616869541996,3.30E-34,-9.79611101388164,6.28E-34,-9.79605405998575,1.51E-33,-9.79617829501387,5.75E-33,-9.79610767905068,1.58E-32
-7.41572618765593,2.40E-34,-7.41088805761374,3.48E-34,-8.69619082967983,5.72E-34,-8.70405425498774,1.52E-33,-8.69673841561493,6.21E-33,-8.71682770125079,1.50E-32,-9.79140672946149,2.29E-34,-9.79136864741954,3.30E-34,-9.79131096588127,6.28E-34,-9.79125401198537,1.51E-33,-9.79137824701337,5.75E-33,-9.79130763105008,1.58E-32
-7.35572618765593,2.32E-34,-7.35088805761374,3.46E-34,-8.66619082967983,5.70E-34,-8.67405425498774,1.43E-33,-8.66673841561493,5.99E-33,-8.68682770125079,1.79E-32,-9.78660668146087,2.30E-34,-9.78656859941915,3.30E-34,-9.78651091788068,6.28E-34,-9.78645396398488,1.51E-33,-9.78657819901284,5.75E-33,-9.78650758304969,1.58E-32
-7.29572618765593,2.41E-34,-7.29088805761374,3.16E-34,-8.63619082967983,6.17E-34,-8.64405425498774,1.49E-33,-8.63673841561493,6.16E-33,-8.65682770125078,1.62E-32,-9.78180663346045,2.30E-34,-9.78176855141853,3.30E-34,-9.78171086988021,6.28E-34,-9.78165391598431,1.51E-33,-9.78177815101244,5.75E-33,-9.7817075350492,1.58E-32
-7.23572618765593,2.41E-34,-7.23088805761374,3.21E-34,-8.60619082967983,6.08E-34,-8.61405425498774,1.56E-33,-8.60673841561493,6.48E-33,-8.62682770125079,1.63E-32,-9.77700658546003,2.30E-34,-9.7769685034181,3.30E-34,-9.77691082187983,6.28E-34,-9.77685386798392,1.51E-33,-9.7769781030119,5.75E-33,-9.77690748704867,1.58E-32
-7.17572618765593,2.34E-34,-7.17088805761374,3.27E-34,-8.57619082967983,6.85E-34,-8.58405425498774,1.38E-33,-8.57673841561493,6.32E-33,-8.59682770125079,1.63E-32,-9.77220653745945,2.30E-34,-9.77216845541769,3.30E-34,-9.77211077387921,6.28E-34,-9.77205381998344,1.51E-33,-9.77217805501142,5.75E-33,-9.77210743904826,1.58E-32
-7.11572618765593,2.28E-34,-7.11088805761374,3.30E-34,-8.54619082967983,5.93E-34,-8.55405425498774,1.43E-33,-8.54673841561493,5.99E-33,-8.56682770125078,1.65E-32,-9.76740648945901,2.30E-34,-9.76736840741711,3.30E-34,-9.7673107258788,6.28E-34,-9.76725377198288,1.51E-33,-9.767378007011,5.75E-33,-9.76730739104773,1.58E-32
-7.05572618765593,2.25E-34,-7.05088805761374,3.37E-34,-8.51619082967983,6.46E-34,-8.52405425498774,1.56E-33,-8.51673841561493,6.06E-33,-8.53682770125079,1.69E-32,-9.76260644145855,2.30E-34,-9.76256835941667,3.30E-34,-9.76251067787835,6.28E-34,-9.76245372398249,1.51E-33,-9.76257795901043,5.75E-33,-9.76250734304725,1.58E-32
-6.99572618765593,2.18E-34,-6.99088805761374,3.22E-34,-8.48619082967983,6.26E-34,-8.49405425498774,1.43E-33,-8.48673841561493,5.33E-33,-8.50682770125079,1.47E-32,-9.75780639345802,2.30E-34,-9.75776831141621,3.30E-34,-9.75771062987778,6.28E-34,-9.75765367598198,1.51E-33,-9.75777791101001,5.75E-33,-9.75770729504682,1.58E-32
-6.93572618765593,2.24E-34,-6.93088805761374,3.18E-34,-8.45619082967983,6.28E-34,-8.46405425498774,1.43E-33,-8.45673841561493,6.69E-33,-8.47682770125078,1.42E-32,-9.7530063454576,2.30E-34,-9.75296826341567,3.30E-34,-9.75291058187739,6.28E-34,-9.75285362798144,1.51E-33,-9.75297786300957,5.75E-33,-9.75290724704626,1.58E-32
-6.87572618765593,2.55E-34,-6.87088805761374,3.19E-34,-8.42619082967983,5.70E-34,-8.43405425498774,1.75E-33,-8.42673841561493,6.10E-33,-8.44682770125079,1.51E-32,-9.7482062974571,2.30E-34,-9.74816821541526,3.30E-34,-9.74811053387688,6.28E-34,-9.74805357998105,1.51E-33,-9.74817781500895,5.75E-33,-9.74810719904583,1.58E-32
-6.81572618765593,2.41E-34,-6.81088805761374,3.04E-34,-8.39619082967983,7.19E-34,-8.40405425498774,1.35E-33,-8.39673841561493,6.36E-33,-8.41682770125079,1.59E-32,-9.74340624945658,2.30E-34,-9.74336816741475,3.30E-34,-9.74331048587635,6.28E-34,-9.74325353198053,1.51E-33,-9.74337776700857,5.75E-33,-9.7433071510454,1.58E-32
-6.75572618765593,2.25E-34,-6.75088805761374,3.27E-34,-8.36619082967983,6.01E-34,-8.37405425498774,1.55E-33,-8.36673841561493,6.48E-33,-8.38682770125079,1.52E-32,-9.73860620145619,2.30E-34,-9.73856811941424,3.30E-34,-9.73851043787596,6.28E-34,-9.73845348398003,1.51E-33,-9.73857771900814,5.75E-33,-9.73850710304478,1.58E-32
-6.69572618765593,2.42E-34,-6.69088805761374,2.91E-34,-8.33619082967983,5.95E-34,-8.34405425498774,1.52E-33,-8.33673841561493,5.75E-33,-8.35682770125079,1.78E-32,-9.73380615345563,2.30E-34,-9.73376807141385,3.30E-34,-9.73371038987543,6.28E-34,-9.73365343597962,1.51E-33,-9.73377767100752,5.75E-33,-9.73370705504439,1.58E-32
-6.63572618765593,2.33E-34,-6.63088805761374,3.24E-34,-8.30619082967983,5.54E-34,-8.31405425498774,1.55E-33,-8.30673841561493,5.52E-33,-8.32682770125079,1.42E-32,-9.72900610545515,2.30E-34,-9.72896802341329,3.30E-34,-9.72891034187491,6.28E-34,-9.72885338797906,1.51E-33,-9.72897762300714,5.75E-33,-9.72890700704398,1.58E-32
-6.57572618765593,2.36E-34,-6.57088805761374,3.03E-34,-8.27619082967983,5.62E-34,-8.28405425498774,1.46E-33,-8.27673841561493,5.68E-33,-8.29682770125079,1.52E-32,-9.72420605745476,2.30E-34,-9.7241679754128,3.30E-34,-9.72411029387452,6.28E-34,-9.72405333997862,1.51E-33,-9.72417757500669,5.75E-33,-9.72410695904334,1.58E-32
-6.51572618765593,2.23E-34,-6.51088805761374,2.96E-34,-8.24619082967983,5.67E-34,-8.25405425498774,1.36E-33,-8.24673841561493,5.89E-33,-8.26682770125079,1.51E-32,-9.71940600945417,2.30E-34,-9.71936792741241,3.30E-34,-9.71931024587397,6.28E-34,-9.71925329197819,1.51E-33,-9.71937752700608,5.75E-33,-9.71930691104296,1.58E-32
-6.45572618765593,2.40E-34,-6.45088805761374,3.13E-34,-8.21619082967983,5.99E-34,-8.22405425498774,1.45E-33,-8.21673841561493,5.69E-33,-8.23682770125078,1.76E-32,-9.71460596145371,2.30E-34,-9.71456787941183,3.30E-34,-9.71451019787348,6.28E-34,-9.71445324397758,1.51E-33,-9.7145774790057,5.75E-33,-9.71450686304252,1.58E-32
-6.39572618765593,2.55E-34,-6.39088805761374,3.32E-34,-8.18619082967983,6.68E-34,-8.19405425498774,1.64E-33,-8.18673841561493,6.09E-33,-8.20682770125079,1.72E-32,-9.70980591345332,2.30E-34,-9.70976783141137,3.30E-34,-9.70971014987309,6.28E-34,-9.70965319597719,1.51E-33,-9.70977743100521,5.75E-33,-9.70970681504192,1.58E-32
-6.33572618765593,2.35E-34,-6.33088805761374,3.45E-34,-8.15619082967983,5.92E-34,-8.16405425498774,1.61E-33,-8.15673841561493,5.88E-33,-8.17682770125079,1.73E-32,-9.70500586545273,2.30E-34,-9.70496778341098,3.30E-34,-9.70491010187254,6.28E-34,-9.70485314797674,1.51E-33,-9.70497738300467,5.75E-33,-9.70490676704153,1.58E-32
-6.27572618765593,2.46E-34,-6.27088805761374,3.01E-34,-8.12619082967983,5.82E-34,-8.13405425498774,1.45E-33,-8.12673841561493,4.52E-33,-8.14682770125078,1.67E-32,-9.70020581745227,2.30E-34,-9.70016773541038,3.30E-34,-9.70011005387204,6.28E-34,-9.70005309997615,1.51E-33,-9.70017733500427,5.75E-33,-9.70010671904104,1.58E-32
-6.21572618765593,2.49E-34,-6.21088805761374,2.78E-34,-8.09619082967983,6.47E-34,-8.10405425498774,1.49E-33,-8.09673841561493,5.72E-33,-8.11682770125079,1.58E-32,-9.69540576945189,2.30E-34,-9.69536768740993,3.30E-34,-9.69531000587165,6.28E-34,-9.69525305197576,1.51E-33,-9.69537728700374,5.75E-33,-9.6953066710405,1.58E-32
-6.15572618765593,2.55E-34,-6.15088805761374,3.04E-34,-8.06619082967983,6.41E-34,-8.07405425498774,1.51E-33,-8.06673841561493,5.90E-33,-8.08682770125079,1.60E-32,-9.69060572145127,2.30E-34,-9.69056763940955,3.30E-34,-9.69050995787107,6.28E-34,-9.69045300397531,1.51E-33,-9.69057723900326,5.75E-33,-9.69050662304009,1.58E-32
-6.09572618765593,2.49E-34,-6.09088805761374,3.16E-34,-8.03619082967983,5.77E-34,-8.04405425498774,1.42E-33,-8.03673841561493,6.21E-33,-8.05682770125079,1.71E-32,-9.68580567345085,2.30E-34,-9.68576759140893,3.30E-34,-9.68570990987063,6.28E-34,-9.68565295597471,1.51E-33,-9.68577719100284,5.75E-33,-9.68570657503958,1.58E-32
-6.03572618765593,2.34E-34,-6.03088805761374,3.48E-34,-8.00619082967983,6.04E-34,-8.01405425498774,1.64E-33,-8.00673841561493,5.74E-33,-8.02682770125079,1.49E-32,-9.68100562545041,2.30E-34,-9.6809675434085,3.30E-34,-9.6809098618702,6.28E-34,-9.68085290797432,1.51E-33,-9.68097714300229,5.75E-33,-9.68090652703909,1.58E-32
-5.97572618765593,2.60E-34,-5.97088805761374,3.65E-34,-7.97619082967983,5.90E-34,-7.98405425498774,1.58E-33,-7.97673841561493,5.91E-33,-7.99682770125079,1.60E-32,-9.67620557744984,2.30E-34,-9.67616749540807,3.30E-34,-9.67610981386961,6.28E-34,-9.67605285997383,1.51E-33,-9.67617709500184,5.75E-33,-9.67610647903866,1.58E-32
-5.91572618765593,2.54E-34,-5.91088805761374,2.99E-34,-7.94619082967983,5.90E-34,-7.95405425498774,1.47E-33,-7.94673841561493,5.92E-33,-7.96682770125078,1.43E-32,-9.67140552944944,2.30E-34,-9.6713674474075,3.30E-34,-9.67130976586922,6.29E-34,-9.67125281197328,1.51E-33,-9.6713770470014,5.75E-33,-9.67130643103812,1.58E-32
-5.85572618765593,2.48E-34,-5.85088805761374,3.60E-34,-7.91619082967983,6.47E-34,-7.92405425498774,1.48E-33,-7.91673841561493,5.47E-33,-7.93682770125079,1.68E-32,-9.66660548144896,2.30E-34,-9.66656739940709,3.30E-34,-9.66650971786873,6.29E-34,-9.66645276397289,1.51E-33,-9.66657699900081,5.75E-33,-9.66650638303766,1.58E-32
